clean_prefix,corrupt_prefix,patient,clean_verb,corrupt_verb,uid,domain
The appendix was archived by the,The appendix was distorted by the,appendix,archived,distorted,c3b77f1132cf41f4827972a62e7dbe90,Academic Scientific Frame
The lease was recorded by the,The lease was delayed by the,lease,recorded,delayed,39135921f35745b684a3546703bcfc9d,Legal Administrative Frame
The policy was processed by the,The policy was shredded by the,policy,processed,shredded,25447ac2fbec45cdb871189ce0da2ca8,Legal Administrative Frame
The report was indexed by the,The report was encrypted by the,report,indexed,encrypted,7e333cf8253f4c98882970d887c13546,Information Resources
The capital was approved by the,The capital was constrained by the,capital,approved,constrained,46ae9b95bc2e4793bba4e2ee0745c2fd,Financial Economic Frame
The portfolio was monitored by the,The portfolio was drained by the,portfolio,monitored,drained,aac7ff176c2f403292083b854bc83efa,Financial Economic Frame
The dam was secured by the,The dam was blocked by the,dam,secured,blocked,b6fce13b6c6749c3a0a514a06e4cb1c8,Physical Structures
The blanket was packed by the,The blanket was faded by the,blanket,packed,faded,c50ead4879694acc9de04457ccca2b00,Textile Garment Frame
The complaint was approved by the,The complaint was buried by the,complaint,approved,buried,a3b143baf4d943e9910ea9d08437f6c3,Legal Administrative Frame
The appeal was filed by the,The appeal was shredded by the,appeal,filed,shredded,f164dd0e701c450aaff35325a5daf558,Legal Administrative Frame
The monument was renovated by the,The monument was battered by the,monument,renovated,battered,c7ee8084a11f487699202f4b9b837df0,Physical Structures
The ferry was driven by the,The ferry was stranded by the,ferry,driven,stranded,7ed43f49f5294ff9aea9e12aa595450c,Vehicles and Conveyances
The protocol was cited by the,The protocol was delayed by the,protocol,cited,delayed,5148425d0ea84862bde7cb595f407a94,Academic Scientific Frame
The road was repaired by the,The road was battered by the,road,repaired,battered,c0507cfe08314b6e8c2ab99fbec024bf,Physical Structures
The pudding was chilled by the,The pudding was frozen by the,pudding,chilled,frozen,4db48a6bc68b4d3aa0b07e76815ffc33,Culinary Frame
The child was examined by the,The child was trapped by the,child,examined,trapped,00b435b9dde74e1983d358ebd81bd641,Humans as Physical Entities
The student was rescued by the,The student was frozen by the,student,rescued,frozen,0a000fd459fa423c89a151ae17cfabd3,Humans as Physical Entities
The report was uploaded by the,The report was encrypted by the,report,uploaded,encrypted,9f407cdb5c9f4531816cee8a18739534,Information Resources
The tram was repaired by the,The tram was damaged by the,tram,repaired,damaged,a5fbbda7c17940528c37941b6916e9d5,Vehicles and Conveyances
The flower was planted by the,The flower was flattened by the,flower,planted,flattened,f665337913f343e385ccbb1be2a50cc0,Biological Organisms
The truck was designed by the,The truck was destroyed by the,truck,designed,destroyed,bd7d162a37e74362b203a29fbe27fe72,Vehicles and Conveyances
The image was archived by the,The image was scrambled by the,image,archived,scrambled,e3cff09172ca497c9ee80ff8b132b93e,Information Resources
The warehouse was surveyed by the,The warehouse was blocked by the,warehouse,surveyed,blocked,d2c58420fa8340af9a10b627c6a99a96,Physical Structures
The hedge was studied by the,The hedge was flattened by the,hedge,studied,flattened,7a0f6fd830d0424a9903aab543bcf71e,Biological Organisms
The archive was verified by the,The archive was scrambled by the,archive,verified,scrambled,2d8487d07b5743af9237eaf2ccdbad56,Information Resources
The claim was reviewed by the,The claim was erased by the,claim,reviewed,erased,9ff175d7e70f471398f785b6df07bda7,Legal Administrative Frame
The cyclist was identified by the,The cyclist was struck by the,cyclist,identified,struck,263a85fa5277404ab7cf53baa5fe62cb,Humans as Physical Entities
The contract was signed by the,The contract was shredded by the,contract,signed,shredded,43c9ffc974c34b579226fa39bf223626,Legal Administrative Frame
The application was recorded by the,The application was buried by the,application,recorded,buried,815e39935e0546a8a3f166ced8a4e01a,Legal Administrative Frame
The pedestrian was arrested by the,The pedestrian was burned by the,pedestrian,arrested,burned,abe6b9d7886c44c69de64155ba2bf66b,Humans as Physical Entities
The boat was painted by the,The boat was damaged by the,boat,painted,damaged,6fcf2ad748cf41a4a9770807325d5a5b,Vehicles and Conveyances
The ferry was loaded by the,The ferry was stranded by the,ferry,loaded,stranded,7131866435b84fc9a79f5b920a8cfb9b,Vehicles and Conveyances
The audio was reviewed by the,The audio was corrupted by the,audio,reviewed,corrupted,2eb150f308f2463299d42187b002510c,Information Resources
The helicopter was designed by the,The helicopter was damaged by the,helicopter,designed,damaged,fe3f2c1b5519464c831e1e3ed03a6a8a,Vehicles and Conveyances
The station was designed by the,The station was blocked by the,station,designed,blocked,7b44b8183f7a4ab88176053fc82e4576,Physical Structures
The banner was folded by the,The banner was shredded by the,banner,folded,shredded,878860fd05d94bba99377aa292d43302,Textile Garment Frame
The file was uploaded by the,The file was damaged by the,file,uploaded,damaged,a7b07835a2e4497eae824cc8d83fdb71,Information Resources
The summary was edited by the,The summary was deleted by the,summary,edited,deleted,73f47ad2ac2540df8dc20bc85442a785,Information Resources
The appeal was approved by the,The appeal was shredded by the,appeal,approved,shredded,7df2c4f79da448639ab65c06d60b2ad8,Legal Administrative Frame
The image was revised by the,The image was scrambled by the,image,revised,scrambled,8f266b5c71ed4fa095b9f28fbf0526ee,Academic Scientific Frame
The stadium was designed by the,The stadium was damaged by the,stadium,designed,damaged,bf47a98b1af34f5e98c24b4bc3629c14,Physical Structures
The balance was managed by the,The balance was inflated by the,balance,managed,inflated,33f702bedbfd473aadd7ce0ffd5f26db,Financial Economic Frame
The bicycle was painted by the,The bicycle was crushed by the,bicycle,painted,crushed,57c23ed1142248899c8e55b967b80d80,Vehicles and Conveyances
The script was indexed by the,The script was encrypted by the,script,indexed,encrypted,de5dea48b34042598fa6cb6d3d5608f2,Information Resources
The runway was maintained by the,The runway was blocked by the,runway,maintained,blocked,0e16c910b38043d1a8e422d4f8b77d7f,Physical Structures
The worker was rescued by the,The worker was burned by the,worker,rescued,burned,edf20cfe4830415d82c132602bdd4171,Humans as Physical Entities
The blanket was packed by the,The blanket was burned by the,blanket,packed,burned,9e331390ffaf4902bb113759cf4ecb05,Textile Garment Frame
The grant was reported by the,The grant was distorted by the,grant,reported,distorted,fdb5508d2ce741aaa33d9c364e9adaa6,Financial Economic Frame
The archive was verified by the,The archive was corrupted by the,archive,verified,corrupted,eec7fd0831d545028d5f0b738d835e3b,Information Resources
The revenue was allocated by the,The revenue was reduced by the,revenue,allocated,reduced,d8e409f5397c4ad88042cb398546d7e8,Financial Economic Frame
The affidavit was authorized by the,The affidavit was burned by the,affidavit,authorized,burned,080a8e7c2637471b858a3c8d0b9877d1,Legal Administrative Frame
The valuation was protected by the,The valuation was constrained by the,valuation,protected,constrained,05be648767e64e44b85eb9521471068b,Financial Economic Frame
The boy was treated by the,The boy was crushed by the,boy,treated,crushed,ec5feefbc81d4a758e2f10eb2247b3c5,Humans as Physical Entities
The survivor was transported by the,The survivor was burned by the,survivor,transported,burned,e886437a12b2468db902933ea4557de3,Humans as Physical Entities
The backup was edited by the,The backup was damaged by the,backup,edited,damaged,b0f3810a02db404aa6b3dfe90999d605,Information Resources
The terminal was inspected by the,The terminal was shaken by the,terminal,inspected,shaken,d5a6d8d704514b6fba837a96072d0f07,Physical Structures
The truck was designed by the,The truck was crushed by the,truck,designed,crushed,47defdb65c8d484c97a29eff290dd040,Vehicles and Conveyances
The archive was shared by the,The archive was scrambled by the,archive,shared,scrambled,2ca7ce944ab64216991551e9811e8bf8,Information Resources
The summary was shared by the,The summary was scrambled by the,summary,shared,scrambled,efc58b2c20464cbf954c33b4cd766951,Information Resources
The portfolio was allocated by the,The portfolio was drained by the,portfolio,allocated,drained,2b4301f0a30a4261b2fabe8c6d319ee5,Financial Economic Frame
The child was treated by the,The child was struck by the,child,treated,struck,5ad17dc94804440386bb452e39e0f63e,Humans as Physical Entities
The sheet was folded by the,The sheet was faded by the,sheet,folded,faded,5e1b68324956412b909c7d4b25daa25b,Textile Garment Frame
The stadium was repaired by the,The stadium was battered by the,stadium,repaired,battered,f8244a86a1424a09ba38b4e5b07ae115,Physical Structures
The file was indexed by the,The file was corrupted by the,file,indexed,corrupted,bab24579db7442bb9fa32bb948540d15,Information Resources
The boat was parked by the,The boat was blocked by the,boat,parked,blocked,d9375179efb04af3ac59d091ab6ba72f,Vehicles and Conveyances
The bunker was maintained by the,The bunker was flooded by the,bunker,maintained,flooded,581cd62a21e2455888ed50a8f0e63d3c,Physical Structures
The motorcycle was purchased by the,The motorcycle was buried by the,motorcycle,purchased,buried,153ec97ce9294b18865a4fd4691b3268,Vehicles and Conveyances
The farmer was rescued by the,The farmer was trapped by the,farmer,rescued,trapped,15114cf5446b4283be873ab7e1294bc4,Humans as Physical Entities
The abstract was reviewed by the,The abstract was distorted by the,abstract,reviewed,distorted,b0252e5c3f6248faa396dd8efc6ba255,Academic Scientific Frame
The transcript was cited by the,The transcript was delayed by the,transcript,cited,delayed,6ffac6658b044c8b9e79da3a5db67994,Academic Scientific Frame
The spreadsheet was downloaded by the,The spreadsheet was deleted by the,spreadsheet,downloaded,deleted,717084864ad149b2b98276cf0701a488,Information Resources
The road was secured by the,The road was destroyed by the,road,secured,destroyed,a8b62ed6ae734cda960055667bafbf62,Physical Structures
The pension was managed by the,The pension was reduced by the,pension,managed,reduced,97b890cba79d451f8ec166a5b358a300,Financial Economic Frame
The warehouse was monitored by the,The warehouse was shaken by the,warehouse,monitored,shaken,bacfd2077d4d45e4b0600fed06bbd99c,Physical Structures
The surplus was monitored by the,The surplus was drained by the,surplus,monitored,drained,534c90494c5c4482b86fa196d27b1fb5,Financial Economic Frame
The subpoena was approved by the,The subpoena was delayed by the,subpoena,approved,delayed,0e0923fea6a54d5fb4b578e2c171bb3a,Legal Administrative Frame
The pedestrian was examined by the,The pedestrian was blinded by the,pedestrian,examined,blinded,c2dd0831b84743aa8828c8efb7497a82,Humans as Physical Entities
The policy was authorized by the,The policy was buried by the,policy,authorized,buried,5bdc936611df454b85ca18c7842a7a9f,Legal Administrative Frame
The sweater was displayed by the,The sweater was faded by the,sweater,displayed,faded,b6271635007f420590bd0886f0d0c0cf,Textile Garment Frame
The treasury was adjusted by the,The treasury was constrained by the,treasury,adjusted,constrained,1ad5175267894128b58d7340002786b1,Financial Economic Frame
The deed was filed by the,The deed was delayed by the,deed,filed,delayed,be8f6d90a6ef4ea395d5fdad6fc72f64,Legal Administrative Frame
The boy was protected by the,The boy was blinded by the,boy,protected,blinded,38789368909943d29d5149643d06c6b8,Humans as Physical Entities
The valuation was allocated by the,The valuation was exhausted by the,valuation,allocated,exhausted,d99e2b297e30408ba34c1c5870ecfb93,Financial Economic Frame
The contract was processed by the,The contract was shredded by the,contract,processed,shredded,abbf06306d2d4d65afd577fb41ded8cb,Legal Administrative Frame
The tower was inspected by the,The tower was battered by the,tower,inspected,battered,3d52962cc94b43a8a71d44029fdf0ddd,Physical Structures
The database was shared by the,The database was deleted by the,database,shared,deleted,3aa7a09dacc04cc08f7674c2b834866b,Information Resources
The fund was valued by the,The fund was constrained by the,fund,valued,constrained,1f1062c689d74a9f845b1854ac080d4c,Financial Economic Frame
The license was signed by the,The license was shredded by the,license,signed,shredded,9fcef75f86294b029384ce951c6418b7,Legal Administrative Frame
The archive was discussed by the,The archive was degraded by the,archive,discussed,degraded,07e6064cbb074885a579fc723b725300,Academic Scientific Frame
The allowance was allocated by the,The allowance was depleted by the,allowance,allocated,depleted,b3cd9feb4c3343a2bdfd63bf228baf67,Financial Economic Frame
